SKU,Retailer,Store,Region,Beginning Inventory,Ending Inventory,Reorder Point,Lead Time (days)
SKU-PF-00064,Walmart,WMT-03-008,West,739,703,131,7
SKU-PF-00064,Walmart,WMT-02-007,South,907,654,153,14
SKU-PF-00064,Walmart,WMT-02-009,South,130,2,105,10
SKU-PF-00064,Walmart,WMT-03-009,West,761,616,42,7
SKU-PF-00064,Walmart,WMT-03-011,West,896,638,88,10
SKU-PF-00064,Walmart,WMT-02-005,South,804,604,86,12
SKU-PF-00064,Walmart,WMT-01-011,Midwest,210,357,95,13
SKU-PF-00064,Walmart,WMT-02-004,South,268,349,87,6
SKU-PF-00064,Walmart,WMT-01-008,Midwest,52,177,125,13
SKU-PF-00064,Walmart,WMT-01-009,Midwest,732,555,143,9
SKU-PF-00064,Walmart,WMT-01-004,Midwest,152,0,62,8
SKU-PF-00064,Walmart,WMT-03-001,West,615,570,166,13
SKU-PF-00064,Walmart,WMT-03-014,West,407,465,66,14
SKU-PF-00064,Walmart,WMT-03-006,West,433,191,69,10
SKU-PF-00064,Walmart,WMT-01-014,Midwest,343,250,163,7
SKU-PF-00064,Walmart,WMT-03-005,West,692,524,29,6
SKU-PF-00064,Walmart,WMT-04-002,Northeast,206,38,27,12
SKU-PF-00064,Walmart,WMT-01-012,Midwest,146,167,130,11
SKU-PF-00064,Walmart,WMT-04-001,Northeast,621,503,128,14
SKU-PF-00064,Walmart,WMT-01-005,Midwest,119,0,53,8
SKU-PF-00064,Walmart,WMT-02-015,South,800,963,111,4
SKU-PF-00064,Walmart,WMT-01-010,Midwest,828,815,86,12
SKU-PF-00064,Walmart,WMT-03-013,West,815,795,98,8
SKU-PF-00064,Walmart,WMT-02-001,South,799,876,111,7
SKU-PF-00064,Walmart,WMT-02-012,South,68,63,146,8
SKU-PF-00064,Sam's Club,SAM-01-009,Midwest,316,482,70,13
SKU-PF-00064,Sam's Club,SAM-01-010,Midwest,723,580,103,12
SKU-PF-00064,Sam's Club,SAM-03-002,West,490,396,56,11
SKU-PF-00064,Sam's Club,SAM-01-001,Midwest,901,677,139,7
SKU-PF-00064,Sam's Club,SAM-01-002,Midwest,69,0,26,14
SKU-PF-00064,Sam's Club,SAM-02-009,South,342,126,162,11
SKU-PF-00064,Sam's Club,SAM-03-005,West,501,276,95,11
SKU-PF-00064,Sam's Club,SAM-03-003,West,538,385,157,7
SKU-PF-00064,Sam's Club,SAM-03-008,West,57,59,138,9
SKU-PF-00064,Sam's Club,SAM-02-002,South,870,637,60,7
SKU-PF-00064,Sam's Club,SAM-02-007,South,374,284,119,4
SKU-PF-00064,Sam's Club,SAM-02-003,South,685,624,80,10
SKU-PF-00064,Sam's Club,SAM-02-004,South,831,794,120,14
SKU-PF-00064,Sam's Club,SAM-03-007,West,905,948,20,11
SKU-PF-00064,Sam's Club,SAM-03-001,West,479,677,140,9
SKU-PF-00064,Sam's Club,SAM-01-008,Midwest,836,734,119,11
SKU-PF-00064,Sam's Club,SAM-01-003,Midwest,567,394,155,3
SKU-PF-00064,Sam's Club,SAM-01-007,Midwest,366,454,111,4
SKU-PF-00064,Sam's Club,SAM-02-005,South,256,451,113,10
SKU-PF-00064,Sam's Club,SAM-02-010,South,525,642,152,10
SKU-PF-00064,Costco,COST-02-006,South,58,224,43,13
SKU-PF-00064,Costco,COST-01-002,Midwest,310,282,27,4
SKU-PF-00064,Costco,COST-02-001,South,445,288,112,3
SKU-PF-00064,Costco,COST-02-003,South,649,745,72,14
SKU-PF-00064,Costco,COST-01-005,Midwest,729,594,66,4
SKU-PF-00064,Costco,COST-03-004,West,621,704,83,7
SKU-PF-00064,Costco,COST-03-002,West,71,247,40,11
SKU-PF-00064,Costco,COST-02-002,South,382,568,81,4
SKU-PF-00064,Costco,COST-01-004,Midwest,721,527,107,14
SKU-PF-00064,Costco,COST-03-003,West,168,231,53,8
SKU-PF-00064,Costco,COST-03-001,West,739,489,40,3
SKU-PF-00064,Costco,COST-03-005,West,782,795,77,5
SKU-PF-00064,Costco,COST-01-001,Midwest,902,1048,137,11
SKU-PF-00064,Costco,COST-02-005,South,79,0,40,10
SKU-PF-00064,Costco,COST-02-004,South,240,357,94,4
SKU-BC-00065,Walmart,WMT-02-009,South,866,996,167,6
SKU-BC-00065,Walmart,WMT-02-012,South,706,694,118,14
SKU-BC-00065,Walmart,WMT-03-006,West,923,893,68,6
SKU-BC-00065,Walmart,WMT-02-002,South,602,437,42,4
SKU-BC-00065,Walmart,WMT-01-013,Midwest,659,414,85,14
SKU-BC-00065,Walmart,WMT-03-003,West,774,731,102,8
SKU-BC-00065,Walmart,WMT-03-001,West,361,212,47,8
SKU-BC-00065,Walmart,WMT-02-014,South,709,838,76,3
SKU-BC-00065,Walmart,WMT-01-002,Midwest,819,698,108,14
SKU-BC-00065,Walmart,WMT-03-009,West,747,882,53,5
SKU-BC-00065,Walmart,WMT-02-005,South,904,721,123,12
SKU-BC-00065,Walmart,WMT-03-007,West,66,14,128,3
SKU-BC-00065,Walmart,WMT-02-004,South,152,268,114,3
SKU-BC-00065,Walmart,WMT-01-007,Midwest,282,124,97,6
SKU-BC-00065,Walmart,WMT-01-001,Midwest,858,673,91,9
SKU-BC-00065,Walmart,WMT-01-011,Midwest,488,486,61,10
SKU-BC-00065,Walmart,WMT-02-011,South,518,463,112,11
SKU-BC-00065,Walmart,WMT-02-015,South,390,443,129,12
SKU-BC-00065,Walmart,WMT-02-010,South,622,729,128,5
SKU-BC-00065,Walmart,WMT-04-001,Northeast,725,920,81,7
SKU-BC-00065,Walmart,WMT-03-014,West,515,493,74,9
SKU-BC-00065,Walmart,WMT-01-009,Midwest,258,392,24,13
SKU-BC-00065,Walmart,WMT-01-004,Midwest,923,721,21,14
SKU-BC-00065,Walmart,WMT-04-003,Northeast,948,1080,164,4
SKU-BC-00065,Walmart,WMT-03-015,West,107,293,38,8
SKU-BC-00065,Walmart,WMT-03-004,West,704,472,31,4
SKU-BC-00065,Walmart,WMT-03-005,West,452,258,79,5
SKU-BC-00065,Walmart,WMT-02-008,South,577,428,129,13
SKU-BC-00065,Walmart,WMT-01-015,Midwest,461,384,105,10
SKU-BC-00065,Walmart,WMT-01-008,Midwest,73,0,75,13
SKU-BC-00065,Sam's Club,SAM-03-008,West,669,491,122,3
SKU-BC-00065,Sam's Club,SAM-01-001,Midwest,310,245,134,9
SKU-BC-00065,Sam's Club,SAM-01-002,Midwest,682,454,38,3
SKU-BC-00065,Sam's Club,SAM-02-006,South,864,930,38,11
SKU-BC-00065,Sam's Club,SAM-03-003,West,71,0,118,12
SKU-BC-00065,Sam's Club,SAM-03-007,West,458,295,81,10
SKU-BC-00065,Sam's Club,SAM-03-002,West,891,878,95,4
SKU-BC-00065,Sam's Club,SAM-02-008,South,137,99,155,10
SKU-BC-00065,Sam's Club,SAM-02-002,South,797,668,82,9
SKU-BC-00065,Sam's Club,SAM-03-001,West,748,692,49,6
SKU-BC-00065,Sam's Club,SAM-02-010,South,794,868,43,4
SKU-BC-00065,Sam's Club,SAM-02-009,South,674,756,149,10
SKU-BC-00065,Sam's Club,SAM-01-005,Midwest,620,385,170,9
SKU-BC-00065,Sam's Club,SAM-01-003,Midwest,286,393,41,3
SKU-BC-00065,Sam's Club,SAM-03-006,West,749,899,148,9
SKU-BC-00065,Sam's Club,SAM-01-007,Midwest,493,387,23,3
SKU-BC-00065,Sam's Club,SAM-01-004,Midwest,453,523,49,14
SKU-BC-00065,Sam's Club,SAM-01-010,Midwest,639,644,139,4
SKU-BC-00065,Sam's Club,SAM-02-007,South,732,845,135,6
SKU-BC-00065,Sam's Club,SAM-02-003,South,265,208,71,9
SKU-BC-00065,Costco,COST-01-004,Midwest,127,40,110,5
SKU-BC-00065,Costco,COST-01-002,Midwest,876,829,167,14
SKU-BC-00065,Costco,COST-01-001,Midwest,139,0,153,4
SKU-BC-00065,Costco,COST-03-005,West,305,272,143,11
SKU-BC-00065,Costco,COST-03-001,West,698,437,169,10
SKU-BC-00065,Costco,COST-03-006,West,764,493,97,9
SKU-BC-00065,Costco,COST-02-005,South,361,255,35,7
SKU-BC-00065,Costco,COST-01-006,Midwest,305,227,55,5
SKU-BC-00065,Costco,COST-02-003,South,586,576,111,6
SKU-BC-00065,Costco,COST-02-004,South,873,1068,27,4
SKU-BC-00065,Costco,COST-01-003,Midwest,549,440,165,5
SKU-BC-00065,Costco,COST-03-003,West,226,64,21,9
SKU-BC-00065,Costco,COST-02-002,South,839,704,82,6
SKU-BC-00065,Costco,COST-01-005,Midwest,442,347,64,11
SKU-BC-00065,Costco,COST-03-002,West,623,697,147,3
SKU-PC-00066,Walmart,WMT-04-001,Northeast,376,185,62,10
SKU-PC-00066,Walmart,WMT-02-004,South,569,551,76,13
SKU-PC-00066,Walmart,WMT-03-006,West,769,809,124,6
SKU-PC-00066,Walmart,WMT-01-011,Midwest,851,820,126,8
SKU-PC-00066,Walmart,WMT-01-008,Midwest,910,1094,73,4
SKU-PC-00066,Walmart,WMT-03-005,West,263,196,150,3
SKU-PC-00066,Walmart,WMT-03-001,West,191,260,24,5
SKU-PC-00066,Walmart,WMT-01-012,Midwest,758,634,44,11
SKU-PC-00066,Walmart,WMT-02-003,South,582,599,97,13
SKU-PC-00066,Walmart,WMT-01-007,Midwest,670,788,149,7
SKU-PC-00066,Walmart,WMT-01-013,Midwest,788,649,92,7
SKU-PC-00066,Walmart,WMT-03-012,West,766,956,79,3
SKU-PC-00066,Walmart,WMT-03-014,West,642,776,55,6
SKU-PC-00066,Walmart,WMT-03-009,West,55,134,33,12
SKU-PC-00066,Walmart,WMT-04-003,Northeast,396,493,90,14
SKU-PC-00066,Walmart,WMT-02-008,South,487,258,48,12
SKU-PC-00066,Walmart,WMT-02-002,South,765,847,102,12
SKU-PC-00066,Walmart,WMT-02-009,South,649,812,78,8
SKU-PC-00066,Walmart,WMT-01-009,Midwest,583,332,147,14
SKU-PC-00066,Walmart,WMT-01-006,Midwest,421,167,154,3
SKU-PC-00066,Walmart,WMT-03-013,West,272,49,93,10
SKU-PC-00066,Walmart,WMT-01-002,Midwest,513,309,26,8
SKU-PC-00066,Walmart,WMT-01-003,Midwest,675,785,82,4
SKU-PC-00066,Walmart,WMT-03-011,West,174,330,128,13
SKU-PC-00066,Walmart,WMT-03-007,West,576,773,64,13
SKU-PC-00066,Walmart,WMT-02-006,South,429,416,56,10
SKU-PC-00066,Walmart,WMT-03-002,West,705,803,45,3
SKU-PC-00066,Walmart,WMT-03-008,West,220,333,131,7
SKU-PC-00066,Walmart,WMT-02-010,South,208,354,81,10
SKU-PC-00066,Walmart,WMT-02-012,South,596,619,39,4
SKU-CL-00067,Walmart,WMT-01-013,Midwest,471,564,32,3
SKU-CL-00067,Walmart,WMT-03-012,West,632,429,48,8
SKU-CL-00067,Walmart,WMT-01-012,Midwest,180,292,102,9
SKU-CL-00067,Walmart,WMT-03-013,West,678,532,99,13
SKU-CL-00067,Walmart,WMT-03-007,West,136,0,149,11
SKU-CL-00067,Walmart,WMT-03-005,West,251,49,24,9
SKU-CL-00067,Walmart,WMT-03-008,West,696,504,131,9
SKU-CL-00067,Walmart,WMT-02-013,South,464,558,142,5
SKU-CL-00067,Walmart,WMT-03-010,West,323,310,154,7
SKU-CL-00067,Walmart,WMT-01-009,Midwest,488,659,80,12
SKU-CL-00067,Walmart,WMT-02-001,South,892,924,86,4
SKU-CL-00067,Walmart,WMT-02-003,South,927,778,164,4
SKU-CL-00067,Walmart,WMT-03-003,West,943,1013,59,13
SKU-CL-00067,Walmart,WMT-01-007,Midwest,283,148,154,7
SKU-CL-00067,Walmart,WMT-04-002,Northeast,558,405,103,11
SKU-CL-00067,Walmart,WMT-04-001,Northeast,592,467,88,5
SKU-CL-00067,Walmart,WMT-02-008,South,123,136,47,12
SKU-CL-00067,Walmart,WMT-02-006,South,808,960,153,13
SKU-CL-00067,Walmart,WMT-01-011,Midwest,221,0,97,11
SKU-CL-00067,Walmart,WMT-03-004,West,269,281,43,7
SKU-CL-00067,Walmart,WMT-01-008,Midwest,224,171,170,14
SKU-CL-00067,Walmart,WMT-03-011,West,258,369,91,9
SKU-CL-00067,Walmart,WMT-01-014,Midwest,371,273,102,5
SKU-CL-00067,Walmart,WMT-03-006,West,294,269,55,8
SKU-CL-00067,Walmart,WMT-02-011,South,773,546,51,9
SKU-CL-00067,Walmart,WMT-01-010,Midwest,238,429,59,14
SKU-CL-00067,Walmart,WMT-02-015,South,577,686,44,10
SKU-CL-00067,Walmart,WMT-04-003,Northeast,623,607,24,12
SKU-CL-00067,Walmart,WMT-02-004,South,823,885,132,5
SKU-CL-00067,Walmart,WMT-03-015,West,144,302,95,6
SKU-CL-00067,Sam's Club,SAM-01-001,Midwest,475,299,125,7
SKU-CL-00067,Sam's Club,SAM-02-007,South,780,861,30,10
SKU-CL-00067,Sam's Club,SAM-03-001,West,882,826,101,3
SKU-CL-00067,Sam's Club,SAM-02-002,South,258,426,21,9
SKU-CL-00067,Sam's Club,SAM-02-001,South,346,81,54,5
SKU-CL-00067,Sam's Club,SAM-03-002,West,360,328,56,11
SKU-CL-00067,Sam's Club,SAM-03-007,West,450,487,38,11
SKU-CL-00067,Sam's Club,SAM-02-004,South,441,602,69,4
SKU-CL-00067,Sam's Club,SAM-01-009,Midwest,892,971,154,14
SKU-CL-00067,Sam's Club,SAM-03-006,West,887,676,115,13
SKU-CL-00067,Sam's Club,SAM-01-005,Midwest,423,430,68,11
SKU-CL-00067,Sam's Club,SAM-01-007,Midwest,296,220,36,8
SKU-CL-00067,Sam's Club,SAM-01-003,Midwest,67,0,51,5
SKU-CL-00067,Sam's Club,SAM-02-003,South,676,402,158,14
SKU-CL-00067,Sam's Club,SAM-03-003,West,621,655,165,6
SKU-CL-00067,Sam's Club,SAM-02-005,South,526,585,148,14
SKU-CL-00067,Sam's Club,SAM-01-004,Midwest,347,319,51,4
SKU-CL-00067,Sam's Club,SAM-03-005,West,433,338,44,7
SKU-CL-00067,Sam's Club,SAM-02-008,South,132,268,155,5
SKU-CL-00067,Sam's Club,SAM-01-006,Midwest,933,760,110,7
SKU-HH-00068,Walmart,WMT-03-009,West,222,186,85,5
SKU-HH-00068,Walmart,WMT-01-007,Midwest,344,83,138,14
SKU-HH-00068,Walmart,WMT-01-009,Midwest,407,535,85,14
SKU-HH-00068,Walmart,WMT-01-013,Midwest,285,250,124,5
SKU-HH-00068,Walmart,WMT-02-006,South,177,165,132,12
SKU-HH-00068,Walmart,WMT-02-001,South,70,0,95,11
SKU-HH-00068,Walmart,WMT-01-005,Midwest,635,428,88,12
SKU-HH-00068,Walmart,WMT-03-011,West,840,825,92,6
SKU-HH-00068,Walmart,WMT-03-001,West,844,726,164,10
SKU-HH-00068,Walmart,WMT-01-006,Midwest,204,32,91,8
SKU-HH-00068,Walmart,WMT-03-012,West,493,540,22,7
SKU-HH-00068,Walmart,WMT-02-005,South,163,117,34,10
SKU-HH-00068,Walmart,WMT-01-014,Midwest,461,268,121,11
SKU-HH-00068,Walmart,WMT-01-010,Midwest,102,128,29,12
SKU-HH-00068,Walmart,WMT-03-006,West,62,0,131,12
SKU-HH-00068,Walmart,WMT-03-004,West,944,1104,118,5
SKU-HH-00068,Walmart,WMT-04-003,Northeast,606,752,157,3
SKU-HH-00068,Walmart,WMT-02-004,South,554,661,61,11
SKU-HH-00068,Walmart,WMT-01-003,Midwest,110,0,81,6
SKU-HH-00068,Walmart,WMT-01-004,Midwest,491,258,120,7
SKU-HH-00068,Walmart,WMT-03-007,West,96,0,60,3
SKU-HH-00068,Walmart,WMT-02-013,South,119,0,127,13
SKU-HH-00068,Walmart,WMT-02-003,South,741,632,124,6
SKU-HH-00068,Walmart,WMT-02-015,South,598,787,60,3
SKU-HH-00068,Walmart,WMT-04-002,Northeast,768,866,69,13
SKU-HH-00068,Walmart,WMT-01-012,Midwest,455,484,160,7
SKU-HH-00068,Walmart,WMT-02-011,South,934,946,76,4
SKU-HH-00068,Walmart,WMT-03-003,West,690,755,90,8
SKU-HH-00068,Walmart,WMT-04-001,Northeast,113,284,82,9
SKU-HH-00068,Walmart,WMT-02-012,South,822,959,119,13
SKU-HH-00068,Sam's Club,SAM-01-007,Midwest,696,508,132,6
SKU-HH-00068,Sam's Club,SAM-02-006,South,544,460,30,14
SKU-HH-00068,Sam's Club,SAM-03-007,West,565,455,30,7
SKU-HH-00068,Sam's Club,SAM-01-003,Midwest,553,598,111,12
SKU-HH-00068,Sam's Club,SAM-03-008,West,608,550,138,14
SKU-HH-00068,Sam's Club,SAM-03-001,West,829,767,73,6
SKU-HH-00068,Sam's Club,SAM-02-004,South,507,513,89,4
SKU-HH-00068,Sam's Club,SAM-03-003,West,796,647,139,8
SKU-HH-00068,Sam's Club,SAM-03-002,West,848,989,142,8
SKU-HH-00068,Sam's Club,SAM-01-006,Midwest,312,211,115,5
SKU-HH-00068,Sam's Club,SAM-03-004,West,864,934,30,10
SKU-HH-00068,Sam's Club,SAM-02-002,South,915,1035,154,8
SKU-HH-00068,Sam's Club,SAM-01-004,Midwest,899,1057,94,14
SKU-HH-00068,Sam's Club,SAM-01-010,Midwest,275,89,164,4
SKU-HH-00068,Sam's Club,SAM-03-006,West,538,472,106,6
SKU-HH-00068,Sam's Club,SAM-01-001,Midwest,224,16,151,6
SKU-HH-00068,Sam's Club,SAM-02-003,South,861,814,120,6
SKU-HH-00068,Sam's Club,SAM-02-007,South,329,424,169,7
SKU-HH-00068,Sam's Club,SAM-01-009,Midwest,819,842,78,14
SKU-HH-00068,Sam's Club,SAM-03-005,West,705,885,27,10
SKU-HH-00068,Costco,COST-01-005,Midwest,819,607,170,10
SKU-HH-00068,Costco,COST-02-003,South,916,662,115,3
SKU-HH-00068,Costco,COST-02-006,South,658,813,134,6
SKU-HH-00068,Costco,COST-01-001,Midwest,164,216,140,3
SKU-HH-00068,Costco,COST-03-006,West,644,448,100,7
SKU-HH-00068,Costco,COST-03-004,West,449,411,86,11
SKU-HH-00068,Costco,COST-03-001,West,912,780,62,8
SKU-HH-00068,Costco,COST-01-002,Midwest,585,760,126,13
SKU-HH-00068,Costco,COST-02-002,South,58,0,32,8
SKU-HH-00068,Costco,COST-03-002,West,656,730,52,7
SKU-HH-00068,Costco,COST-02-001,South,692,497,91,3
SKU-HH-00068,Costco,COST-03-003,West,696,789,32,9
SKU-HH-00068,Costco,COST-01-004,Midwest,696,483,101,9
SKU-HH-00068,Costco,COST-02-005,South,644,634,114,10
SKU-HH-00068,Costco,COST-01-003,Midwest,58,37,157,13
SKU-HH-00069,Walmart,WMT-04-002,Northeast,315,297,149,12
SKU-HH-00069,Walmart,WMT-01-009,Midwest,796,801,107,12
SKU-HH-00069,Walmart,WMT-01-014,Midwest,587,634,160,11
SKU-HH-00069,Walmart,WMT-02-014,South,901,897,161,4
SKU-HH-00069,Walmart,WMT-03-001,West,152,0,140,5
SKU-HH-00069,Walmart,WMT-02-015,South,695,554,77,8
SKU-HH-00069,Walmart,WMT-03-004,West,697,677,159,8
SKU-HH-00069,Walmart,WMT-04-003,Northeast,907,1022,97,4
SKU-HH-00069,Walmart,WMT-02-006,South,130,11,141,7
SKU-HH-00069,Walmart,WMT-02-009,South,176,85,56,4
SKU-HH-00069,Walmart,WMT-02-012,South,604,365,91,9
SKU-HH-00069,Walmart,WMT-02-011,South,606,729,98,4
SKU-HH-00069,Walmart,WMT-03-011,West,244,218,68,10
SKU-HH-00069,Walmart,WMT-03-010,West,520,447,95,11
SKU-HH-00069,Walmart,WMT-03-005,West,662,696,161,14
SKU-HH-00069,Walmart,WMT-03-012,West,854,787,76,9
SKU-HH-00069,Walmart,WMT-03-006,West,566,374,42,6
SKU-HH-00069,Walmart,WMT-01-003,Midwest,807,914,116,11
SKU-HH-00069,Walmart,WMT-01-005,Midwest,408,182,169,3
SKU-HH-00069,Walmart,WMT-01-010,Midwest,364,493,120,13
SKU-HH-00069,Walmart,WMT-02-001,South,258,0,72,11
SKU-HH-00069,Walmart,WMT-01-004,Midwest,575,705,127,3
SKU-HH-00069,Walmart,WMT-01-015,Midwest,149,134,112,13
SKU-HH-00069,Walmart,WMT-01-001,Midwest,452,327,47,3
SKU-HH-00069,Walmart,WMT-01-007,Midwest,298,338,66,12
SKU-HH-00069,Walmart,WMT-04-001,Northeast,761,936,46,10
SKU-HH-00069,Walmart,WMT-02-007,South,68,0,20,9
SKU-HH-00069,Walmart,WMT-01-002,Midwest,248,366,65,7
SKU-HH-00069,Walmart,WMT-02-013,South,258,21,135,12
SKU-HH-00069,Walmart,WMT-01-012,Midwest,129,203,52,10
SKU-CL-00070,Walmart,WMT-01-012,Midwest,409,438,55,4
SKU-CL-00070,Walmart,WMT-01-006,Midwest,947,801,74,14
SKU-CL-00070,Walmart,WMT-01-001,Midwest,137,252,89,7
SKU-CL-00070,Walmart,WMT-02-007,South,497,420,140,11
SKU-CL-00070,Walmart,WMT-01-007,Midwest,311,220,38,10
SKU-CL-00070,Walmart,WMT-04-001,Northeast,460,645,154,8
SKU-CL-00070,Walmart,WMT-02-010,South,820,755,79,3
SKU-CL-00070,Walmart,WMT-02-015,South,699,578,34,14
SKU-CL-00070,Walmart,WMT-04-003,Northeast,602,640,118,3
SKU-CL-00070,Walmart,WMT-01-010,Midwest,569,627,69,3
SKU-CL-00070,Walmart,WMT-03-013,West,822,652,143,13
SKU-CL-00070,Walmart,WMT-02-005,South,583,472,106,5
SKU-CL-00070,Walmart,WMT-01-003,Midwest,890,899,107,12
SKU-CL-00070,Walmart,WMT-03-015,West,188,369,128,11
SKU-CL-00070,Walmart,WMT-03-002,West,395,204,132,6
SKU-CL-00070,Walmart,WMT-02-001,South,428,567,149,13
SKU-CL-00070,Walmart,WMT-03-006,West,239,161,155,11
SKU-CL-00070,Walmart,WMT-02-011,South,169,257,95,4
SKU-CL-00070,Walmart,WMT-02-004,South,721,838,157,6
SKU-CL-00070,Walmart,WMT-01-015,Midwest,686,523,40,8
SKU-CL-00070,Walmart,WMT-03-005,West,395,450,148,6
SKU-CL-00070,Walmart,WMT-02-002,South,325,376,33,4
SKU-CL-00070,Walmart,WMT-02-013,South,557,498,135,5
SKU-CL-00070,Walmart,WMT-01-014,Midwest,645,468,63,5
SKU-CL-00070,Walmart,WMT-03-011,West,76,0,25,10
SKU-CL-00070,Walmart,WMT-02-008,South,66,211,167,12
SKU-CL-00070,Walmart,WMT-03-007,West,566,709,63,6
SKU-CL-00070,Walmart,WMT-02-006,South,593,448,22,6
SKU-CL-00070,Walmart,WMT-01-009,Midwest,927,729,23,8
SKU-CL-00070,Walmart,WMT-03-009,West,181,0,64,8
SKU-CL-00070,Sam's Club,SAM-01-003,Midwest,433,556,113,13
SKU-CL-00070,Sam's Club,SAM-02-002,South,561,374,52,13
SKU-CL-00070,Sam's Club,SAM-02-003,South,933,692,70,11
SKU-CL-00070,Sam's Club,SAM-02-001,South,420,333,111,7
SKU-CL-00070,Sam's Club,SAM-01-008,Midwest,373,204,22,13
SKU-CL-00070,Sam's Club,SAM-02-005,South,375,180,116,7
SKU-CL-00070,Sam's Club,SAM-02-006,South,206,244,136,14
SKU-CL-00070,Sam's Club,SAM-03-002,West,215,254,89,5
SKU-CL-00070,Sam's Club,SAM-01-009,Midwest,454,291,158,12
SKU-CL-00070,Sam's Club,SAM-02-007,South,699,772,49,4
SKU-CL-00070,Sam's Club,SAM-02-009,South,935,1059,32,6
SKU-CL-00070,Sam's Club,SAM-02-008,South,111,169,145,10
SKU-CL-00070,Sam's Club,SAM-01-004,Midwest,845,582,97,12
SKU-CL-00070,Sam's Club,SAM-02-010,South,515,463,50,11
SKU-CL-00070,Sam's Club,SAM-03-001,West,331,80,163,10
SKU-CL-00070,Sam's Club,SAM-01-002,Midwest,784,524,146,10
SKU-CL-00070,Sam's Club,SAM-03-004,West,521,516,29,10
SKU-CL-00070,Sam's Club,SAM-01-010,Midwest,202,0,59,8
SKU-CL-00070,Sam's Club,SAM-03-008,West,759,732,90,7
SKU-CL-00070,Sam's Club,SAM-03-005,West,640,787,150,10
SKU-CL-00070,Costco,COST-02-003,South,268,412,104,13
SKU-CL-00070,Costco,COST-02-004,South,450,553,37,12
SKU-CL-00070,Costco,COST-01-001,Midwest,70,0,59,11
SKU-CL-00070,Costco,COST-02-005,South,926,984,46,8
SKU-CL-00070,Costco,COST-03-006,West,405,134,119,6
SKU-CL-00070,Costco,COST-03-001,West,558,729,119,10
SKU-CL-00070,Costco,COST-03-003,West,755,527,106,6
SKU-CL-00070,Costco,COST-03-002,West,268,164,37,8
SKU-CL-00070,Costco,COST-02-001,South,510,663,33,11
SKU-CL-00070,Costco,COST-01-005,Midwest,767,591,136,7
SKU-CL-00070,Costco,COST-02-006,South,668,807,168,9
SKU-CL-00070,Costco,COST-01-004,Midwest,140,164,37,14
SKU-CL-00070,Costco,COST-03-004,West,904,997,45,9
SKU-CL-00070,Costco,COST-01-002,Midwest,53,0,100,6
SKU-CL-00070,Costco,COST-01-003,Midwest,278,25,88,11
SKU-PC-00071,Walmart,WMT-02-010,South,244,387,46,10
SKU-PC-00071,Walmart,WMT-03-010,West,421,440,66,13
SKU-PC-00071,Walmart,WMT-02-015,South,314,341,82,7
SKU-PC-00071,Walmart,WMT-02-012,South,449,176,50,7
SKU-PC-00071,Walmart,WMT-02-007,South,332,221,117,4
SKU-PC-00071,Walmart,WMT-03-012,West,537,544,167,8
SKU-PC-00071,Walmart,WMT-01-007,Midwest,806,856,50,13
SKU-PC-00071,Walmart,WMT-04-002,Northeast,857,712,46,7
SKU-PC-00071,Walmart,WMT-01-013,Midwest,660,728,112,11
SKU-PC-00071,Walmart,WMT-01-012,Midwest,213,123,98,4
SKU-PC-00071,Walmart,WMT-02-001,South,543,267,20,3
SKU-PC-00071,Walmart,WMT-02-014,South,69,115,148,9
SKU-PC-00071,Walmart,WMT-01-008,Midwest,69,90,168,11
SKU-PC-00071,Walmart,WMT-01-009,Midwest,344,405,150,3
SKU-PC-00071,Walmart,WMT-02-013,South,267,53,66,14
SKU-PC-00071,Walmart,WMT-03-002,West,524,680,92,10
SKU-PC-00071,Walmart,WMT-03-001,West,511,482,130,10
SKU-PC-00071,Walmart,WMT-01-006,Midwest,70,0,141,9
SKU-PC-00071,Walmart,WMT-03-007,West,400,295,105,12
SKU-PC-00071,Walmart,WMT-01-015,Midwest,310,135,89,6
SKU-PC-00071,Walmart,WMT-03-004,West,812,973,74,13
SKU-PC-00071,Walmart,WMT-01-001,Midwest,826,1012,156,10
SKU-PC-00071,Walmart,WMT-03-014,West,891,623,81,3
SKU-PC-00071,Walmart,WMT-03-008,West,181,378,44,11
SKU-PC-00071,Walmart,WMT-01-004,Midwest,239,199,104,4
SKU-PC-00071,Walmart,WMT-01-010,Midwest,298,189,37,13
SKU-PC-00071,Walmart,WMT-03-013,West,872,682,88,7
SKU-PC-00071,Walmart,WMT-01-003,Midwest,820,991,165,11
SKU-PC-00071,Walmart,WMT-03-015,West,200,47,123,8
SKU-PC-00071,Walmart,WMT-02-011,South,313,48,85,11
SKU-PC-00071,Sam's Club,SAM-01-010,Midwest,566,581,96,11
SKU-PC-00071,Sam's Club,SAM-01-007,Midwest,810,812,35,3
SKU-PC-00071,Sam's Club,SAM-02-006,South,685,593,51,6
SKU-PC-00071,Sam's Club,SAM-03-002,West,171,72,27,12
SKU-PC-00071,Sam's Club,SAM-01-005,Midwest,618,394,69,14
SKU-PC-00071,Sam's Club,SAM-01-004,Midwest,95,55,158,6
SKU-PC-00071,Sam's Club,SAM-01-002,Midwest,427,493,77,11
SKU-PC-00071,Sam's Club,SAM-03-001,West,795,994,101,10
SKU-PC-00071,Sam's Club,SAM-01-009,Midwest,529,485,73,14
SKU-PC-00071,Sam's Club,SAM-03-005,West,742,685,98,3
